mode,step,done,root_x,root_y,root_yaw_deg,fork_center_x,fork_center_y,tip_x,tip_y,raw_drive,raw_steer,applied_drive,applied_steer,drive_target_rad_s,steer_target_rad,left_steer_joint_pos_rad,right_steer_joint_pos_rad,mean_steer_joint_pos_rad,root_y_signed_m,center_y_signed_m,tip_y_signed_m,yaw_err_signed_deg,yaw_err_abs_deg,d_traj_m,d_traj_signed_m,yaw_traj_signed_deg,traj_s_norm,traj_closest_idx,dist_front_m,insert_depth_m,pallet_disp_xy_m,hold_counter,inserted,push_free,hold_entry,clean_insert_ready,dirty_insert,success,policy_vx_r,policy_vy_r,policy_yaw_rate,policy_lift_pos,policy_lift_vel,policy_prev_drive,policy_prev_steer,policy_prev_lift
normal,10,False,-3.4696390628814697,2.0059524103999138e-06,0.3190355748103568,-2.2029566764831543,0.0070552462711930275,-1.6029659509658813,0.010396162047982216,0.3593936264514923,-0.5416040420532227,0.3593936264514923,-0.5416040420532227,7.187872529029846,-0.3249624252319336,-0.24638189375400543,-0.22416801750659943,-0.23527495563030243,2.1684479634132003e-06,0.007055380381643772,0.010396282188594341,0.319034267469461,0.31903427839279175,0.007227042224258184,0.00705427210777998,0.3190355481299304,0.024949943646788597,3,0.5229661464691162,0.0,2.8111364258620597e-07,0.0,False,True,False,False,False,False,0.1950867623090744,-0.02605731412768364,0.02985873818397522,4.741840712085832e-06,-0.001368016004562378,0.3593936264514923,-0.5416040420532227,0.0
normal,11,False,-3.463012218475342,-0.00023967964807525277,0.36794205046474887,-2.196336269378662,0.007894772104918957,-1.5963486433029175,0.011747825890779495,0.35955849289894104,-0.541933536529541,0.35955849289894104,-0.541933536529541,7.191169857978821,-0.3251601219177246,-0.2593185305595398,-0.23423071205615997,-0.2467746138572693,-0.00023953775234986097,0.007894895039498806,0.011747939512133598,0.36794114333024974,0.36794114112854004,0.007951281033456326,0.00789356417953968,0.36794202378432245,0.031228050589561462,4,0.5163488388061523,0.0,2.5452956720073416e-07,0.0,False,True,False,False,False,False,0.20386779308319092,-0.011368914507329464,0.03633619099855423,1.1914712558791507e-05,-0.0031042578630149364,0.35955849289894104,-0.541933536529541,0.0
normal,12,False,-3.455941915512085,-0.0005956802051514387,0.4197215811604833,-2.1892738342285156,0.008683491498231888,-1.589289903640747,0.013078766874969006,0.35965496301651,-0.5422036647796631,0.35965496301651,-0.5422036647796631,7.1930992603302,-0.32532219886779784,-0.26956796646118164,-0.24779249727725983,-0.25868022441864014,-0.0005955007509328425,0.008683632127940655,0.01307888887822628,0.41971982025233795,0.4197198152542114,0.0088075315579772,0.0086820712313056,0.4197215811604833,0.03689507395029068,5,0.5092900991439819,0.0,2.780449221972958e-07,0.0,False,True,False,False,False,False,0.2106896936893463,-0.005807224661111832,0.0769360139966011,0.0,0.012168459594249725,0.35965496301651,-0.5422036647796631,0.0
normal,13,False,-3.4488749504089355,-0.0006939792074263096,0.48875131489404033,-2.1822190284729004,0.010111264884471893,-1.5822407007217407,0.015229394659399986,0.3596666157245636,-0.5421750545501709,0.3596666157245636,-0.5421750545501709,7.193332314491272,-0.32530503273010253,-0.2780642509460449,-0.2569802701473236,-0.26752227544784546,-0.0006938332808203995,0.010111390613019466,0.015229511074721813,0.48875040775954115,0.4887504279613495,0.010395820252597332,0.010109572671353817,0.48875131489404033,0.04219473898410797,6,0.5022408962249756,0.0,2.552171451952745e-07,0.0,False,True,False,False,False,False,0.21560585498809814,-0.035884249955415726,0.03651302307844162,1.465653099330666e-06,0.004178986884653568,0.3596666157245636,-0.5421750545501709,0.0
normal,14,False,-3.441669225692749,-0.0009565924992784858,0.5582520115152109,-2.175027370452881,0.011385113932192326,-1.575055718421936,0.01723102293908596,0.3602767288684845,-0.5426737070083618,0.3602767288684845,-0.5426737070083618,7.20553457736969,-0.32560422420501706,-0.2856268882751465,-0.260701447725296,-0.27316415309906006,-0.0009564246283844113,0.011385241523385048,0.017231130972504616,0.5582501438853597,0.5582501292228699,0.011651336215436459,0.011383372358977795,0.5582519581543579,0.052672307938337326,8,0.4950559139251709,0.0,2.7484847464620543e-07,0.0,False,True,False,False,False,False,0.2205827236175537,-0.03899024426937103,0.048057060688734055,3.390078973097843e-06,-0.00029985676519572735,0.3602767288684845,-0.5426737070083618,0.0
normal,15,False,-3.434154987335205,-0.001214256975799799,0.6286216362648539,-2.1675291061401367,0.012683109380304813,-1.5675653219223022,0.01926588825881481,0.3602618873119354,-0.5426653623580933,0.3602618873119354,-0.5426653623580933,7.2052377462387085,-0.3255992174148559,-0.2927798628807068,-0.2652415633201599,-0.27901071310043335,-0.001214175601489842,0.01268320344388485,0.01926598697900772,0.6286222232342358,0.6286222338676453,0.012773092836141586,0.012681358493864536,0.6286216362648539,0.058338917791843414,9,0.4875655174255371,0.0,2.65319272330089e-07,0.0,False,True,False,False,False,False,0.22752302885055542,-0.04452001303434372,0.045221563428640366,0.0,0.009959747083485126,0.3602618873119354,-0.5426653623580933,0.0
normal,16,False,-3.426298141479492,-0.001396378967911005,0.7108647978346238,-2.159693479537964,0.014319103211164474,-1.5597397089004517,0.021763071417808533,0.36027660965919495,-0.5427374839782715,0.36027660965919495,-0.5427374839782715,7.205532193183899,-0.32564249038696286,-0.298099547624588,-0.26879942417144775,-0.2834494709968567,-0.0013964649988338351,0.014319067820906639,0.021763058379292488,0.7108670389904451,0.7108670473098755,0.014348524622619152,0.014317362569272518,0.7108647444737708,0.06461702287197113,10,0.4797400236129761,0.0,3.023760086762195e-07,0.0,False,True,False,False,False,False,0.23293574154376984,-0.03697044774889946,0.041184380650520325,2.2780012898238056e-07,0.00019559403881430626,0.36027660965919495,-0.5427374839782715,0.0
normal,17,False,-3.418463706970215,-0.0016487804241478443,0.7842080628333082,-2.1518802642822266,0.01568804495036602,-1.551936388015747,0.023899996653199196,0.36027222871780396,-0.5427184104919434,0.36027222871780396,-0.5427184104919434,7.205444574356079,-0.325631046295166,-0.30249711871147156,-0.274129718542099,-0.2883134186267853,-0.001648799516260624,0.01568807102739811,0.023900045081973076,0.7842100905457181,0.7842100858688354,0.015744615346193314,0.015686392784118652,0.7842080094724553,0.07175160199403763,11,0.47193658351898193,0.0,2.6036056510747585e-07,0.0,False,True,False,False,False,False,0.23221638798713684,-0.054250117391347885,0.04067002981901169,2.1267954508630282e-08,0.00022887956583872437,0.36027222871780396,-0.5427184104919434,0.0
normal,18,False,-3.410557746887207,-0.001894232351332903,0.8622247246890152,-2.1439990997314453,0.017167218029499054,-1.5440670251846313,0.02619607374072075,0.3605726957321167,-0.5430415868759155,0.3605726957321167,-0.5430415868759155,7.211453914642334,-0.3258249521255493,-0.30928677320480347,-0.27721768617630005,-0.29325222969055176,-0.0018941323505714536,0.017167305573821068,0.026196155697107315,0.8622241910804863,0.8622242212295532,0.017418788745999336,0.017165664583444595,0.8622247246890152,0.07998659461736679,12,0.4640672206878662,0.0,2.7648056288853695e-07,0.0,False,True,False,False,False,False,0.23655965924263,-0.047522954642772675,0.04688534885644913,0.0,-0.0020420693326741457,0.3605726957321167,-0.5430415868759155,0.0
normal,19,False,-3.402472734451294,-0.002113796304911375,0.9494295918039762,-2.1359446048736572,0.018875347450375557,-1.536026954650879,0.028817296028137207,0.36074697971343994,-0.5432322025299072,0.36074697971343994,-0.5432322025299072,7.214939594268799,-0.3259393215179443,-0.31344231963157654,-0.2804153561592102,-0.2969288229942322,-0.0021136943250894547,0.01887543499469757,0.028817377984523773,0.9494289514737415,0.9494289755821228,0.019553452730178833,0.018873639404773712,0.9494295918039762,0.07998659461736679,12,0.45602715015411377,0.0,3.0505341896969185e-07,0.0,False,True,False,False,False,False,0.24870671331882477,-0.040831733494997025,0.034898318350315094,0.00030252698343247175,-0.0030226907692849636,0.36074697971343994,-0.5432322025299072,0.0
normal,20,False,-3.3943207263946533,-0.0023435503244400024,1.0377799029870893,-2.127826452255249,0.020598560571670532,-1.52792489528656,0.031465571373701096,0.3608345687389374,-0.5435066223144531,0.3608345687389374,-0.5435066223144531,7.216691374778748,-0.32610397338867186,-0.3159254789352417,-0.2836093604564667,-0.2997674345970154,-0.002343636006116867,0.020598532631993294,0.031465571373701096,1.0377823575863223,1.0377823114395142,0.02071293070912361,0.0,1.0377797962653836,0.08956717699766159,13,0.44792497158050537,0.0,1.9090890646111802e-07,0.0,False,True,False,False,False,False,0.24908466637134552,-0.051532309502363205,0.04882783815264702,0.0,0.0025007170625030994,0.3608345687389374,-0.5435066223144531,0.0
normal,21,False,-3.38600492477417,-0.002611282281577587,1.1276044678138675,-2.1195480823516846,0.022316323593258858,-1.5196642875671387,0.03412380814552307,0.3607579469680786,-0.5433750152587891,0.3607579469680786,-0.5433750152587891,7.215158939361572,-0.32602500915527344,-0.31871986389160156,-0.285433828830719,-0.3020768463611603,-0.0026115253567695618,0.022316213697195053,0.03412376344203949,1.1276105509510972,1.1276105642318726,0.024642711505293846,0.0,1.1276044678138675,0.08956717699766159,13,0.43966448307037354,0.0,2.923307249602658e-07,0.0,False,True,False,False,False,False,0.24974554777145386,-0.04734246805310249,0.047585248947143555,7.56349720631988e-07,-0.00011296142474748194,0.3607579469680786,-0.5433750152587891,0.0
normal,22,False,-3.3777377605438232,-0.00280954223126173,1.2056532529030148,-2.111316204071045,0.02384321764111519,-1.511448860168457,0.03646785765886307,0.36080899834632874,-0.5432796478271484,0.36080899834632874,-0.5432796478271484,7.216179966926575,-0.32596778869628906,-0.3201189935207367,-0.2896641790866852,-0.30489158630371094,-0.00280982768163085,0.023843076080083847,0.0364677868783474,1.2056596562053616,1.2056596279144287,0.030291708186268806,0.0,1.2056531461813091,0.08956717699766159,13,0.4314490556716919,0.0,2.865018586817314e-07,0.0,False,True,False,False,False,False,0.24972549080848694,-0.04980253800749779,0.03679580241441727,3.107108170752326e-08,0.00022259977413341403,0.36080899834632874,-0.5432796478271484,0.0
normal,23,False,-3.369123697280884,-0.0030646100640296936,1.3000666376349836,-2.102747678756714,0.025674957782030106,-1.5029021501541138,0.039288055151700974,0.3607567846775055,-0.5433230400085449,0.3607567846775055,-0.5433230400085449,7.21513569355011,-0.32599382400512694,-0.32203567028045654,-0.292599618434906,-0.3073176443576813,-0.0030645476654171944,0.025675026699900627,0.039288125932216644,1.3000670645218069,1.3000670671463013,0.03744193911552429,0.0,1.3000667443566896,0.08956717699766159,13,0.4229024648666382,0.0,3.083605122355948e-07,0.0,False,True,False,False,False,False,0.25153860449790955,-0.04738511145114899,0.0520675852894783,0.0,-0.0007358650327660143,0.3607567846775055,-0.5433230400085449,0.0
normal,24,False,-3.3608310222625732,-0.00344244297593832,1.3896783993804338,-2.094501495361328,0.02727772295475006,-1.494678020477295,0.04182897508144379,0.36047467589378357,-0.543097734451294,0.36047467589378357,-0.543097734451294,7.209493517875671,-0.32585864067077636,-0.32431793212890625,-0.2947094738483429,-0.3095136880874634,-0.003442388027906418,0.027277784422039986,0.04182903841137886,1.3896787195455511,1.389678716659546,0.04476858675479889,0.0,1.3896783993804338,0.08956717699766159,13,0.4146782159805298,0.0,2.7732281182579754e-07,0.0,False,True,False,False,False,False,0.249825119972229,-0.04559975862503052,0.05397448688745499,1.470599045205745e-06,-0.0016130483709275723,0.36047467589378357,-0.543097734451294,0.0
normal,25,False,-3.3525078296661377,-0.0037329941987991333,1.4772890224207758,-2.08622670173645,0.02892347238957882,-1.4864261150360107,0.04439189285039902,0.3605409264564514,-0.5432101488113403,0.3605409264564514,-0.5432101488113403,7.210818529129028,-0.32592608928680417,-0.3261803388595581,-0.29894986748695374,-0.3125650882720947,-0.003733127610757947,0.028923429548740387,0.04439189285039902,1.4772930778455955,1.4772931337356567,0.052465979009866714,0.0,1.4772890224207758,0.08956717699766159,13,0.4064263105392456,0.0,2.3392757952933607e-07,0.0,False,True,False,False,False,False,0.2563605010509491,-0.04813438281416893,0.04676142334938049,0.0,-0.0028088667895644903,0.3605409264564514,-0.5432101488113403,0.0
normal,26,False,-3.3439323902130127,-0.00398909579962492,1.5739531679276755,-2.0777082443237305,0.030803672969341278,-1.4779345989227295,0.047283999621868134,0.3608224391937256,-0.543487548828125,0.3608224391937256,-0.543487548828125,7.216448783874512,-0.326092529296875,-0.3267976939678192,-0.3016887903213501,-0.31424325704574585,-0.003989045508205891,0.0308037381619215,0.047284070402383804,1.57395380825791,1.5739538669586182,0.060690246522426605,0.0,1.5739531679276755,0.08956717699766159,13,0.3979349136352539,0.0,3.398309047497605e-07,0.0,False,True,False,False,False,False,0.2541404962539673,-0.049743372946977615,0.05111686512827873,0.0,2.9563874704763293e-05,0.3608224391937256,-0.543487548828125,0.0
normal,27,False,-3.3354711532592773,-0.004189616069197655,1.6660363909356122,-2.0693044662475586,0.032638128846883774,-1.4695581197738647,0.050082363188266754,0.3607209622859955,-0.5434674024581909,0.3607209622859955,-0.5434674024581909,7.21441924571991,-0.32608044147491455,-0.32872718572616577,-0.3036712110042572,-0.3161991834640503,-0.004189748782664537,0.03263808786869049,0.050082363188266754,1.666040446360432,1.6660404205322266,0.0689145028591156,0.0,1.6660363909356122,0.08956717699766159,13,0.3895583152770996,0.0,2.32907368058477e-07,0.0,False,True,False,False,False,False,0.24703040719032288,-0.07300961762666702,0.07433715462684631,8.913845704228152e-06,0.001652455423027277,0.3607209622859955,-0.5434674024581909,0.0
normal,28,False,-3.3270254135131836,-0.004376431927084923,1.7689566695571262,-2.060926914215088,0.03472566232085228,-1.4612128734588623,0.05324719101190567,0.3607887327671051,-0.5433791875839233,0.3607887327671051,-0.5433791875839233,7.215774655342102,-0.326027512550354,-0.33030807971954346,-0.3047710359096527,-0.3175395727157593,-0.0043763816356658936,0.034725725650787354,0.05324726179242134,1.768957203165655,1.768957257270813,0.07731091976165771,0.0,1.7689565628354202,0.08956717699766159,13,0.3812131881713867,0.0,3.392298992821452e-07,0.0,False,True,False,False,False,False,0.2552812695503235,-0.050124313682317734,0.05360030755400658,5.37292294211511e-07,-0.0010457859607413411,0.3607887327671051,-0.5433791875839233,0.0
normal,29,False,-3.318521022796631,-0.004574235528707504,1.8674134195560368,-2.0524916648864746,0.03670345991849899,-1.452810287475586,0.05625550448894501,0.3609464466571808,-0.5434832572937012,0.3609464466571808,-0.5434832572937012,7.218928933143616,-0.3260899543762207,-0.3310171365737915,-0.30706560611724854,-0.31904137134552,-0.004574371501803398,0.03670341148972511,0.05625550076365471,1.8674174749808565,1.8674174547195435,0.08575957268476486,0.0,1.8674134195560368,0.08956717699766159,13,0.3728104829788208,0.0,2.3016173145151697e-07,0.0,False,True,False,False,False,False,0.25535571575164795,-0.05021074041724205,0.053125858306884766,0.0,-0.00025400647427886724,0.3609464466571808,-0.5434832572937012,0.0
normal,30,False,-3.310159683227539,-0.004700714722275734,1.9542355826340654,-2.044194459915161,0.038495391607284546,-1.4445433616638184,0.05895613133907318,0.3608919680118561,-0.5435090065002441,0.3608919680118561,-0.5435090065002441,7.217839360237122,-0.3261054039001465,-0.33211541175842285,-0.30847689509391785,-0.32029616832733154,-0.00470077246427536,0.03849538788199425,0.05895614996552467,1.9542379305115927,1.954237937927246,0.0940452292561531,0.0,1.9542355826340654,0.08956717699766159,13,0.3645435571670532,0.0,2.503552423149813e-07,0.0,False,True,False,False,False,False,0.251435250043869,-0.057003069669008255,0.0375029593706131,9.878777795790938e-09,0.0001475479657528922,0.3608919680118561,-0.5435090065002441,0.0
normal,31,False,-3.3015475273132324,-0.004869835451245308,2.0538807855485586,-2.0356593132019043,0.040527887642383575,-1.436044692993164,0.062031470239162445,0.36082082986831665,-0.5434714555740356,0.36082082986831665,-0.5434714555740356,7.216416597366333,-0.3260828733444214,-0.3329280614852905,-0.3101101219654083,-0.32151907682418823,-0.0048699649050831795,0.04052784666419029,0.062031470239162445,2.0538846275299667,2.053884744644165,0.09026853740215302,0.04052765667438507,2.0538805721051467,0.24130578339099884,15,0.3560448884963989,0.0,2.3184614406090986e-07,0.0,False,True,False,False,False,False,0.25521397590637207,-0.04787261411547661,0.05302363261580467,2.6376082473689166e-07,0.0006533847190439701,0.36082082986831665,-0.5434714555740356,0.0
normal,32,False,-3.293088436126709,-0.005046511068940163,2.155422219731376,-2.02728271484375,0.042594581842422485,-1.4277070760726929,0.06516078859567642,0.36071059107780457,-0.5435199737548828,0.36071059107780457,-0.5435199737548828,7.214211821556091,-0.3261119842529297,-0.33310237526893616,-0.3118419051170349,-0.32247215509414673,-0.0050466121174395084,0.0425945408642292,0.06516077369451523,2.155424994495726,2.1554250717163086,0.08389914035797119,0.042594339698553085,2.155422219731376,0.24130578339099884,15,0.3477073907852173,0.0,3.0263763051152637e-07,0.0,False,True,False,False,False,False,0.25441738963127136,-0.05264370143413544,0.055267807096242905,0.0,-0.00010336436389479786,0.36071059107780457,-0.5435199737548828,0.0
normal,33,False,-3.2846412658691406,-0.00519895926117897,2.2521415403601646,-2.0189175605773926,0.04457883536815643,-1.419381022453308,0.0681571364402771,0.36087533831596375,-0.5436110496520996,0.36087533831596375,-0.5436110496520996,7.217506766319275,-0.32616662979125977,-0.33365166187286377,-0.3138646185398102,-0.3237581253051758,-0.005198907572776079,0.04457889124751091,0.06815719604492188,2.2521415403601646,2.2521414756774902,0.07792757451534271,0.04457858204841614,2.252141326916753,0.24130578339099884,15,0.33938121795654297,0.0,2.765956992334395e-07,0.0,False,True,False,False,False,False,0.2548946142196655,-0.04811700060963631,0.05537160858511925,1.300438725593267e-05,-0.0026351052802056074,0.36087533831596375,-0.5436110496520996,0.0
normal,34,False,-3.2763664722442627,-0.005336929112672806,2.3499607348887372,-2.0107297897338867,0.04660172760486603,-1.4112342596054077,0.0712035596370697,0.3608149588108063,-0.5434926748275757,0.3608149588108063,-0.5434926748275757,7.2162991762161255,-0.3260956048965454,-0.3341619074344635,-0.3160726726055145,-0.325117290019989,-0.005336872301995754,0.0466017983853817,0.07120363414287567,2.349961375218972,2.349961519241333,0.07264649122953415,0.04660145938396454,2.3499607348887372,0.24130578339099884,15,0.3312344551086426,0.0,2.5574266260264267e-07,0.0,False,True,False,False,False,False,0.2544776499271393,-0.05335737764835358,0.050721511244773865,2.5781707790883956e-06,6.627553375437856e-05,0.3608149588108063,-0.5434926748275757,0.0
normal,35,False,-3.267721176147461,-0.005503388121724129,2.4504669685254745,-2.0021774768829346,0.048655323684215546,-1.4027260541915894,0.07430873066186905,0.3608661890029907,-0.5435624122619629,0.3608661890029907,-0.5435624122619629,7.2173237800598145,-0.3261374473571777,-0.3343256115913391,-0.31818023324012756,-0.32625293731689453,-0.005503364372998476,0.04865536093711853,0.07430876791477203,2.450467608855709,2.450467586517334,0.06777197122573853,0.04865504428744316,2.4504669685254745,0.24130578339099884,15,0.32272613048553467,0.0,1.5911719231098687e-07,0.0,False,True,False,False,False,False,0.2562503516674042,-0.04910384118556976,0.056821051985025406,0.0,0.003853605128824711,0.3608661890029907,-0.5435624122619629,0.0
normal,36,False,-3.259338617324829,-0.005634337663650513,2.555022864009795,-1.9938957691192627,0.05083369463682175,-1.394492268562317,0.07758096605539322,0.3606226444244385,-0.5434337854385376,0.3606226444244385,-0.5434337854385376,7.2124528884887695,-0.32606027126312254,-0.33403047919273376,-0.31965509057044983,-0.3268427848815918,-0.0056345053017139435,0.05083362013101578,0.07758094370365143,2.5550271328780263,2.5550272464752197,0.06400728970766068,0.05083340406417847,2.555022864009795,0.24130578339099884,15,0.31449246406555176,0.0,2.2321775361433538e-07,0.0,False,True,False,False,False,False,0.25426554679870605,-0.053927093744277954,0.058610137552022934,1.2500003094828571e-06,0.00027833133935928345,0.3606226444244385,-0.5434337854385376,0.0
normal,37,False,-3.2507734298706055,-0.005706381052732468,2.65603538541876,-1.9854321479797363,0.05299254506826401,-1.3860766887664795,0.08079652488231659,0.3607885539531708,-0.5435059070587158,0.3607885539531708,-0.5435059070587158,7.2157710790634155,-0.32610354423522947,-0.3342277407646179,-0.3219195306301117,-0.3280736207962036,-0.005706347990781069,0.05299259349703789,0.08079658448696136,2.6560360257489948,2.656036138534546,0.06110904738306999,0.05299224331974983,2.65603538541876,0.24130578339099884,15,0.30607688426971436,0.0,3.0746736001674435e-07,0.0,False,True,False,False,False,False,0.25481536984443665,-0.05354521796107292,0.056110527366399765,0.0,0.0002590550575405359,0.3607885539531708,-0.5435059070587158,0.0
