mode,step,done,root_x,root_y,root_yaw_deg,fork_center_x,fork_center_y,tip_x,tip_y,raw_drive,raw_steer,applied_drive,applied_steer,drive_target_rad_s,steer_target_rad,left_steer_joint_pos_rad,right_steer_joint_pos_rad,mean_steer_joint_pos_rad,root_y_signed_m,center_y_signed_m,tip_y_signed_m,yaw_err_signed_deg,yaw_err_abs_deg,d_traj_m,d_traj_signed_m,yaw_traj_signed_deg,traj_s_norm,traj_closest_idx,dist_front_m,insert_depth_m,pallet_disp_xy_m,hold_counter,inserted,push_free,hold_entry,clean_insert_ready,dirty_insert,success,policy_vx_r,policy_vy_r,policy_yaw_rate,policy_lift_pos,policy_lift_vel,policy_prev_drive,policy_prev_steer,policy_prev_lift,policy_y_err_obs,policy_yaw_err_obs,policy_d_traj_signed_obs,policy_yaw_traj_err_obs,steer_target_cmd,steer_target_abs,steer_guidance_gate,steer_enforce_gate,steer_penalty_gate,steer_match,steer_wrong_sign,steer_shortfall
normal,0,False,-3.5,0.10000000149011612,-3.9999995421277097,-2.2363834381103516,0.011639337986707687,-1.6378450393676758,-0.030214540660381317,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.10000000149011612,0.011639337986707687,-0.030214540660381317,-3.999999115240887,3.9999990463256836,0.0,0.0,0.6593821402439468,0.0,0,0.5578449964523315,0.0,0.0,0.0,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.26666659116744995,0.0,0.04395880922675133,-0.10246312618255615,0.10246312618255615,0.05522434413433075,0.0,0.0,0.8975368738174438,False,0.10246312618255615
normal,1,False,-3.499781608581543,0.0998191311955452,-4.015895099873622,-2.236189842224121,0.011107910424470901,-1.6376628875732422,-0.030912019312381744,0.34295541048049927,0.23833893239498138,0.34295541048049927,0.23833893239498138,6.859108209609985,0.14300335943698883,0.031240183860063553,0.030995618551969528,0.03111790120601654,0.0998191311955452,0.011107916943728924,-0.030912009999155998,-4.015895099873622,4.015895366668701,0.000565592257771641,-0.0005139002460055053,0.6434866358588875,0.0,0,0.557662844657898,0.0,6.125415552560298e-08,0.0,False,True,False,False,False,False,-0.0010014483705163002,0.0006627066759392619,-0.011325127445161343,0.0,1.6397862054873258e-05,0.34295541048049927,0.23833893239498138,0.0,0.12477391213178635,-0.267726331949234,-0.001468286500312388,0.04289910942316055,-0.10379752516746521,0.10379752516746521,0.05662897601723671,0.0,0.0,0.6578635573387146,True,0.3421364426612854
normal,2,False,-3.4991672039031982,0.09953083842992783,-4.041070323380643,-2.235614538192749,0.010264411568641663,-1.63710618019104,-0.0320185050368309,0.371724009513855,0.2725779414176941,0.371724009513855,0.2725779414176941,7.4344801902771,0.16354676485061645,0.06281644105911255,0.062369365245103836,0.06259290128946304,0.09953083842992783,0.010264418087899685,-0.032018497586250305,-4.041070750267466,4.041070938110352,0.0015753189800307155,-0.0013078090269118547,0.6183114123518668,0.0,0,0.5571061372756958,0.0,6.125415552560298e-08,0.0,False,True,False,False,False,False,-0.0020169508643448353,0.000873945071361959,-0.01512060035020113,0.0,8.079925464699045e-06,0.371724009513855,0.2725779414176941,0.0,0.12441354990005493,-0.26940470933914185,-0.003736597253009677,0.041220761835575104,-0.10590051114559174,0.10590051114559174,0.05884264409542084,0.0,0.0,0.621521532535553,True,0.378478467464447
normal,3,False,-3.498811721801758,0.09944082796573639,-4.0482757460681835,-2.2352700233459473,0.010015495121479034,-1.6367671489715576,-0.032342687249183655,0.37479376792907715,0.2762075662612915,0.37479376792907715,0.2762075662612915,7.495875358581543,0.1657245397567749,0.06978953629732132,0.07848121225833893,0.07413537800312042,0.09944082796573639,0.010015501640737057,-0.03234267979860306,-4.048276172955006,4.048276424407959,0.001968897646293044,-0.0015278980135917664,0.6111059896643265,0.0,0,0.5567671060562134,0.0,6.125415552560298e-08,0.0,False,True,False,False,False,False,0.026464462280273438,0.002451951615512371,-0.002519521163776517,2.929800075435196e-06,-0.0010894937440752983,0.37479376792907715,0.2762075662612915,0.0,0.12430103123188019,-0.2698850631713867,-0.0043654232285916805,0.040740400552749634,-0.10650254040956497,0.10650254040956497,0.05947636067867279,0.0,0.0,0.6172899007797241,True,0.3827100992202759
normal,4,False,-3.4972808361053467,0.09935201704502106,-4.052165111913682,-2.2337453365325928,0.009840920567512512,-1.6352453231811523,-0.0325578898191452,0.3748469352722168,0.2764268219470978,0.3748469352722168,0.2764268219470978,7.496938705444336,0.16585609316825867,0.07006815820932388,0.0977213904261589,0.0838947743177414,0.09935201704502106,0.009840927086770535,-0.032557882368564606,-4.052165111913682,4.0521650314331055,0.0031927863601595163,-0.0015780380927026272,0.6072166238188274,0.0,0,0.5552452802658081,0.0,6.125415552560298e-08,0.0,False,True,False,False,False,False,0.05910029262304306,0.0038987237494438887,-0.002029125113040209,4.417586751515046e-06,-0.0010083080269396305,0.3748469352722168,0.2764268219470978,0.0,0.12419001758098602,-0.27014434337615967,-0.004508680198341608,0.04048110917210579,-0.10681089013814926,0.10681089013814926,0.05980093777179718,0.0,0.0,0.6167622804641724,True,0.38323771953582764
normal,5,False,-3.4946882724761963,0.09919948875904083,-4.058524444917787,-2.2311627864837646,0.009548153728246689,-1.6326674222946167,-0.0329170823097229,0.37489593029022217,0.2764805257320404,0.37489593029022217,0.2764805257320404,7.497918605804443,0.16588831543922425,0.07015959173440933,0.11365080624818802,0.09190519899129868,0.09919962286949158,0.009548231028020382,-0.03291703388094902,-4.058527006238726,4.058526992797852,0.005623900331556797,-0.0016600446542724967,0.6008573441755752,0.0,0,0.5526673793792725,0.0,3.641417123390056e-08,0.0,False,True,False,False,False,False,0.09056014567613602,0.004089110530912876,-0.003095328575000167,5.238181074673776e-06,-0.002515820786356926,0.37489593029022217,0.2764805257320404,0.0,0.12399952858686447,-0.27056846022605896,-0.004742984659969807,0.04005715623497963,-0.10731923580169678,0.10731923580169678,0.06033603847026825,0.0,0.0,0.6162002086639404,True,0.3837997615337372
normal,6,False,-3.491088628768921,0.09898641705513,-4.067387896026348,-2.227576971054077,0.00913962721824646,-1.6290881633758545,-0.0334181934595108,0.3750501871109009,0.2767786979675293,0.3750501871109009,0.2767786979675293,7.501003742218018,0.16606721878051758,0.0702851191163063,0.1275915950536728,0.09893836081027985,0.09898671507835388,0.009139829315245152,-0.03341803699731827,-4.06739216489458,4.067392349243164,0.003040550509467721,-0.001837042742408812,2.0246315676450366,0.009893262758851051,1,0.5490883588790894,0.0,2.709583668547566e-07,0.0,False,True,False,False,False,False,0.1198868602514267,0.0045036859810352325,-0.004397600889205933,3.4096785839210497e-06,-0.004818623885512352,0.3750501871109009,0.2767786979675293,0.0,0.12373339384794235,-0.27115947008132935,-0.005248693749308586,0.13497543334960938,-0.08418648689985275,0.08418648689985275,0.03598577529191971,0.0,0.0,0.6390348076820374,True,0.36096519231796265
normal,7,False,-3.4865899085998535,0.09871914982795715,-4.07842292040415,-2.223095417022705,0.008629001677036285,-1.624614953994751,-0.034044086933135986,0.3714222013950348,0.27176326513290405,0.3714222013950348,0.27176326513290405,7.428444027900696,0.16305795907974244,0.07076650112867355,0.13814377784729004,0.1044551432132721,0.09871930629014969,0.008629131130874157,-0.034043971449136734,-4.078424201064619,4.078424453735352,0.002802340080961585,-0.001869174069724977,2.013596543267235,0.009893262758851051,1,0.5446151494979858,0.0,2.522081388178776e-07,0.0,False,True,False,False,False,False,0.1451452225446701,0.005418778862804174,-0.00569393765181303,2.911908495661919e-06,-0.005038496106863022,0.3714222013950348,0.27176326513290405,0.0,0.12339913100004196,-0.2718949317932129,-0.005340497475117445,0.13423976302146912,-0.08500698953866959,0.08500698953866959,0.03684946149587631,0.0,0.0,0.6432297229766846,True,0.35677024722099304
normal,8,False,-3.4813590049743652,0.09840890765190125,-4.0914544944537115,-2.2178852558135986,0.00803140178322792,-1.6194143295288086,-0.03477780520915985,0.37113499641418457,0.27133387327194214,0.37113499641418457,0.27133387327194214,7.422699928283691,0.16280032396316527,0.07094975560903549,0.14613741636276245,0.10854358971118927,0.09840910881757736,0.008031556382775307,-0.034777671098709106,-4.091456628887827,4.091456890106201,0.00315968063659966,-0.00197525299154222,3.4914070079424584,0.018403952941298485,2,0.5394145250320435,0.0,2.779334522529098e-07,0.0,False,True,False,False,False,False,0.1656484752893448,0.005923919379711151,-0.007093822117894888,1.5069191476868582e-06,-0.003988684620708227,0.37113499641418457,0.27133387327194214,0.0,0.12301138788461685,-0.27276375889778137,-0.005643580108880997,0.2327604591846466,-0.06116454303264618,0.06116454303264618,0.011752150021493435,0.0,0.0,0.6675015687942505,True,0.3324984312057495
normal,9,False,-3.475525379180908,0.098063163459301,-4.106086467203171,-2.2120747566223145,0.007362984120845795,-1.613614797592163,-0.035599060356616974,0.36691683530807495,0.26578742265701294,0.36691683530807495,0.26578742265701294,7.338336706161499,0.15947245359420775,0.07117602229118347,0.15162131190299988,0.11139866709709167,0.09806326031684875,0.007363077253103256,-0.03559897094964981,-4.106087320976817,4.1060872077941895,0.0038651153445243835,-0.0018710847944021225,3.4767748217495873,0.018403952941298485,2,0.533614993095398,0.0,2.505702525468223e-07,0.0,False,True,False,False,False,False,0.182616725564003,0.009536623023450375,-0.00736423023045063,3.844056209345581e-06,-4.33590030297637e-05,0.36691683530807495,0.26578742265701294,0.0,0.12257907539606094,-0.27373915910720825,-0.005345956888049841,0.23178498446941376,-0.0621638260781765,0.0621638260781765,0.01280402671545744,0.0,0.0,0.6720487475395203,True,0.32795125246047974
