idx,x,y,tx,ty,s_norm
0,-2.2350339889526367,-0.14629407227039337,0.9938637018203735,0.11001046746969223,0.0
1,-2.220041513442993,-0.14463455975055695,0.8357563018798828,0.5489420294761658,0.011732255108654499
2,-2.210432767868042,-0.1383233368396759,0.45695966482162476,0.8893886804580688,0.020673809573054314
3,-2.205227851867676,-0.12819291651248932,0.13446180522441864,0.9908425211906433,0.029532337561249733
4,-2.2034478187561035,-0.11507593840360641,-0.043576981872320175,0.9989845752716064,0.039828140288591385
5,-2.2041139602661133,-0.09980491548776627,-0.12748906016349792,0.9917797446250916,0.0517171211540699
6,-2.206246852874756,-0.08321243524551392,-0.15162774920463562,0.9883791208267212,0.06472881883382797
7,-2.208867311477661,-0.06613108515739441,-0.12616446614265442,0.9919495582580566,0.07816999405622482
8,-2.210996150970459,-0.04939339682459831,-0.04227633401751518,0.9990416765213013,0.0912933200597763
9,-2.2116546630859375,-0.033831946551799774,0.1310201734304428,0.9913058876991272,0.10340772569179535
10,-2.2098634243011475,-0.020279334858059883,0.43805864453315735,0.8988530039787292,0.11404051631689072
11,-2.2046432495117188,-0.009568053297698498,0.8072760105133057,0.5900320410728455,0.12330839037895203
12,-2.1950149536132812,-0.002530802972614765,0.9860258102416992,0.1661975234746933,0.13258425891399384
13,-2.180000066757202,0.0,0.0,0.0,0.14442746341228485
14,-2.180000066757202,0.0,0.9999945759773254,0.0,0.14442746341228485
15,-1.996666669845581,0.0,0.9999945759773254,0.0,0.28702279925346375
16,-1.81333327293396,0.0,0.9999945759773254,0.0,0.4296181797981262
17,-1.630000114440918,0.0,0.9999945759773254,0.0,0.572213351726532
18,-1.4466667175292969,0.0,0.9999945759773254,0.0,0.7148087024688721
19,-1.2633334398269653,0.0,0.9999945759773254,0.0,0.8574038743972778
20,-1.0800000429153442,0.0,0.9999945759773254,0.0,0.9999992847442627
