label,rollout,env_id,success,ever_inserted,ever_inserted_push_free,ever_hold_entry,ever_clean_insert_ready,ever_dirty_insert,max_pallet_disp_xy,max_hold_counter,episode_length,timeout,mean_abs_drive_raw,mean_abs_steer_raw,mean_abs_drive_applied,mean_abs_steer_applied,max_abs_steer_raw,steer_signflips
exp83_zero_steer_r1_seed44_iter100,2,10,1,1,1,1,1,0,0.0007807915681041777,9.0,86,0,0.3602973222732544,0.0052553522400557995,0.3602973222732544,0.0,0.007529711350798607,0
exp83_zero_steer_r1_seed44_iter100,2,11,1,1,1,1,1,0,6.22873631073162e-05,9.0,38,0,0.3978159427642822,0.008340798318386078,0.3978159427642822,0.0,0.010088909417390823,0
exp83_zero_steer_r1_seed44_iter100,2,12,1,1,1,1,1,0,0.017014827579259872,9.0,106,0,0.37257933616638184,0.006300194654613733,0.37257933616638184,0.0,0.010583795607089996,0
exp83_zero_steer_r1_seed44_iter100,2,13,1,1,1,1,1,0,2.6735057190308e-07,9.0,61,0,0.37426331639289856,0.006459492724388838,0.37426331639289856,0.0,0.00903184711933136,0
exp83_zero_steer_r1_seed44_iter100,2,14,1,1,1,1,1,0,0.011972285807132721,9.0,87,0,0.36020737886428833,0.004407667089253664,0.36020737886428833,0.0,0.00732547789812088,0
exp83_zero_steer_r1_seed44_iter100,2,15,1,1,1,1,1,0,6.811011644458631e-06,9.0,83,0,0.3625078499317169,0.005910265725106001,0.3625078499317169,0.0,0.008618472144007683,0
exp83_zero_steer_r1_seed44_iter100,3,0,1,1,1,1,1,0,1.4753666164324386e-06,9.0,153,0,0.3961567282676697,0.006892413832247257,0.3961567282676697,0.0,0.010183319449424744,0
exp83_zero_steer_r1_seed44_iter100,3,1,1,1,1,1,1,0,0.03954102098941803,9.0,70,0,0.3550499677658081,0.00526249036192894,0.3550499677658081,0.0,0.007520766928792,0
exp83_zero_steer_r1_seed44_iter100,3,2,1,1,1,1,1,0,2.687914104626543e-07,9.0,92,0,0.3606061041355133,0.005423718597739935,0.3606061041355133,0.0,0.010270209982991219,0
exp83_zero_steer_r1_seed44_iter100,3,3,0,1,0,0,0,1,0.34245356917381287,0.0,979,0,0.35074079036712646,0.00555721390992403,0.35074079036712646,0.0,0.00913725420832634,0
exp83_zero_steer_r1_seed44_iter100,3,4,1,1,1,1,1,0,0.010268373414874077,9.0,37,0,0.3687663674354553,0.006002792157232761,0.3687663674354553,0.0,0.008368909358978271,0
exp83_zero_steer_r1_seed44_iter100,3,5,1,1,1,1,1,0,0.00041305922786705196,9.0,53,0,0.35828477144241333,0.0056428611278533936,0.35828477144241333,0.0,0.00791802629828453,0
exp83_zero_steer_r1_seed44_iter100,3,6,1,1,1,1,1,0,3.125724674646335e-07,9.0,35,0,0.3675576448440552,0.005717627704143524,0.3675576448440552,0.0,0.006920479238033295,0
exp83_zero_steer_r1_seed44_iter100,3,7,1,1,1,1,1,0,2.413783306565165e-07,9.0,116,0,0.3820928633213043,0.00712480628862977,0.3820928633213043,0.0,0.010851604864001274,0
exp83_zero_steer_r1_seed44_iter100,3,8,1,1,1,1,1,0,4.009579015473719e-07,9.0,90,0,0.3642585873603821,0.005682170391082764,0.3642585873603821,0.0,0.00819903239607811,0
exp83_zero_steer_r1_seed44_iter100,3,9,1,1,1,1,1,0,3.186531216670119e-07,9.0,162,0,0.3970492482185364,0.0068487501703202724,0.3970492482185364,0.0,0.010504582896828651,0
exp83_zero_steer_r1_seed44_iter100,3,10,1,1,1,1,1,0,0.011143812909722328,9.0,88,0,0.36235594749450684,0.005435299128293991,0.36235594749450684,0.0,0.008649870753288269,0
exp83_zero_steer_r1_seed44_iter100,3,11,1,1,1,1,1,0,1.527903464193514e-06,9.0,26,0,0.37826821208000183,0.006765439640730619,0.37826821208000183,0.0,0.008286867290735245,0
exp83_zero_steer_r1_seed44_iter100,3,12,1,1,1,1,1,0,0.0005441794055514038,9.0,116,0,0.3818493187427521,0.007318578660488129,0.3818493187427521,0.0,0.011419495567679405,0
exp83_zero_steer_r1_seed44_iter100,3,13,1,1,1,1,1,0,0.0078098708763718605,9.0,56,0,0.35733455419540405,0.00542331812903285,0.35733455419540405,0.0,0.007370462641119957,0
exp83_zero_steer_r1_seed44_iter100,3,14,1,1,1,1,1,0,0.00034831714583560824,9.0,100,0,0.3675350546836853,0.005180853419005871,0.3675350546836853,0.0,0.010002702474594116,0
exp83_zero_steer_r1_seed44_iter100,3,15,0,1,0,0,0,1,0.35611283779144287,0.0,998,0,0.34877777099609375,0.00514149060472846,0.34877777099609375,0.0,0.008053895086050034,0
