label,rollout,env_id,success,ever_inserted,ever_inserted_push_free,ever_hold_entry,ever_clean_insert_ready,ever_dirty_insert,max_pallet_disp_xy,max_hold_counter,episode_length,timeout,mean_abs_drive_raw,mean_abs_steer_raw,mean_abs_drive_applied,mean_abs_steer_applied,max_abs_steer_raw,steer_signflips
exp83_zero_steer_r1_seed42_iter100,1,3,1,1,1,1,1,0,0.002065040869638324,9.0,42,0,0.1208987683057785,0.032057877629995346,0.1208987683057785,0.0,0.03491799533367157,0
exp83_zero_steer_r1_seed42_iter100,1,4,1,1,1,1,1,0,0.03334223851561546,9.0,130,0,0.12267573177814484,0.03263193368911743,0.12267573177814484,0.0,0.0365554578602314,0
exp83_zero_steer_r1_seed42_iter100,1,5,1,1,1,1,1,0,0.03575744479894638,9.0,70,0,0.12245246767997742,0.031106553971767426,0.12245246767997742,0.0,0.035122960805892944,0
exp83_zero_steer_r1_seed42_iter100,1,6,1,1,1,1,1,0,2.388450184298563e-07,9.0,34,0,0.12159361690282822,0.03215889632701874,0.12159361690282822,0.0,0.0361199826002121,0
exp83_zero_steer_r1_seed42_iter100,1,7,1,1,1,1,1,0,8.864765277394326e-07,9.0,98,0,0.12364747375249863,0.03434295579791069,0.12364747375249863,0.0,0.03972421586513519,0
exp83_zero_steer_r1_seed42_iter100,1,8,1,1,0,1,0,1,2.091587781906128,9.0,202,0,0.11893008649349213,0.03050358220934868,0.11893008649349213,0.0,0.03416425362229347,0
exp83_zero_steer_r1_seed42_iter100,1,9,1,1,1,1,1,0,4.3492535041878e-05,9.0,95,0,0.12249551713466644,0.03331706300377846,0.12249551713466644,0.0,0.03995983302593231,0
exp83_zero_steer_r1_seed42_iter100,1,10,1,1,1,1,1,0,3.5638242934510345e-07,9.0,102,0,0.12373259663581848,0.0343315489590168,0.12373259663581848,0.0,0.039656203240156174,0
exp83_zero_steer_r1_seed42_iter100,1,11,1,1,1,1,1,0,3.9713259525342437e-07,9.0,34,0,0.1200999766588211,0.03212646767497063,0.1200999766588211,0.0,0.03631852567195892,0
exp83_zero_steer_r1_seed42_iter100,1,12,1,1,1,1,1,0,4.448644119747769e-07,9.0,75,0,0.12325124442577362,0.03160973638296127,0.12325124442577362,0.0,0.03509135916829109,0
exp83_zero_steer_r1_seed42_iter100,1,13,1,1,1,1,1,0,0.0004030553391203284,9.0,110,0,0.1247076615691185,0.03515153005719185,0.1247076615691185,0.0,0.04187899827957153,0
exp83_zero_steer_r1_seed42_iter100,1,14,1,1,1,1,1,0,1.8528459122535423e-06,9.0,86,0,0.12381463497877121,0.033005937933921814,0.12381463497877121,0.0,0.03832441568374634,0
exp83_zero_steer_r1_seed42_iter100,1,15,0,1,0,0,0,1,0.3861946165561676,0.0,757,0,0.1178392767906189,0.030851006507873535,0.1178392767906189,0.0,0.03935931622982025,0
exp83_zero_steer_r1_seed42_iter100,2,0,1,1,1,1,1,0,1.010279675028869e-06,9.0,40,0,0.12005682289600372,0.03278997167944908,0.12005682289600372,0.0,0.03541407361626625,0
exp83_zero_steer_r1_seed42_iter100,2,1,1,1,1,1,1,0,0.0007164879352785647,9.0,132,0,0.12298861891031265,0.03394719213247299,0.12298861891031265,0.0,0.0400945208966732,0
exp83_zero_steer_r1_seed42_iter100,2,2,1,1,1,1,1,0,1.0777768011394073e-06,9.0,111,0,0.1224135011434555,0.03301328793168068,0.1224135011434555,0.0,0.03927145525813103,0
exp83_zero_steer_r1_seed42_iter100,2,3,1,1,1,1,1,0,1.3383433952185442e-06,9.0,113,0,0.12260603159666061,0.03331926465034485,0.12260603159666061,0.0,0.03965124487876892,0
exp83_zero_steer_r1_seed42_iter100,2,4,1,1,1,1,1,0,0.00040464993799105287,9.0,169,0,0.12262149155139923,0.03276043385267258,0.12262149155139923,0.0,0.038464032113552094,0
exp83_zero_steer_r1_seed42_iter100,2,5,1,1,1,1,1,0,0.0004306573246140033,9.0,147,0,0.12255764752626419,0.03219623491168022,0.12255764752626419,0.0,0.039027344435453415,0
exp83_zero_steer_r1_seed42_iter100,2,6,1,1,1,1,1,0,0.0005357892368920147,9.0,83,0,0.12119130790233612,0.032316796481609344,0.12119130790233612,0.0,0.03748319298028946,0
exp83_zero_steer_r1_seed42_iter100,2,7,0,1,0,0,0,1,0.3414817750453949,0.0,995,0,0.11855007708072662,0.031374167650938034,0.11855007708072662,0.0,0.0390390008687973,0
exp83_zero_steer_r1_seed42_iter100,2,8,1,1,1,1,1,0,1.0475249609953607e-06,9.0,63,0,0.12045609205961227,0.03136477619409561,0.12045609205961227,0.0,0.03583773225545883,0
exp83_zero_steer_r1_seed42_iter100,2,9,1,1,0,1,0,1,0.10961530357599258,9.0,145,0,0.12173484265804291,0.0322931706905365,0.12173484265804291,0.0,0.036880530416965485,0
exp83_zero_steer_r1_seed42_iter100,2,10,0,1,0,0,0,1,0.3293362557888031,0.0,633,0,0.11787332594394684,0.03146301582455635,0.11787332594394684,0.0,0.036676302552223206,0
exp83_zero_steer_r1_seed42_iter100,2,11,1,1,1,1,1,0,0.008981180377304554,9.0,110,0,0.12269378453493118,0.03308889642357826,0.12269378453493118,0.0,0.03874509781599045,0
exp83_zero_steer_r1_seed42_iter100,2,12,1,1,1,1,1,1,0.051925353705883026,9.0,93,0,0.12049637734889984,0.030045194551348686,0.12049637734889984,0.0,0.035043880343437195,0
exp83_zero_steer_r1_seed42_iter100,2,13,1,1,1,1,1,0,1.1517010989336995e-06,9.0,152,0,0.12298490107059479,0.033782828599214554,0.12298490107059479,0.0,0.04045798256993294,0
exp83_zero_steer_r1_seed42_iter100,2,14,1,1,1,1,1,0,6.763479518667737e-07,9.0,110,0,0.12219631671905518,0.03237190470099449,0.12219631671905518,0.0,0.03721342980861664,0
exp83_zero_steer_r1_seed42_iter100,2,15,1,1,1,1,1,0,2.2245673392262688e-07,9.0,213,0,0.12373941391706467,0.03376056253910065,0.12373941391706467,0.0,0.03972616791725159,0
exp83_zero_steer_r1_seed42_iter100,3,0,1,1,1,1,1,0,6.900588687130949e-07,9.0,43,0,0.11618467420339584,0.025962773710489273,0.11618467420339584,0.0,0.03368610143661499,0
exp83_zero_steer_r1_seed42_iter100,3,1,1,1,1,1,1,0,0.029645005241036415,9.0,146,0,0.12395203858613968,0.03539548069238663,0.12395203858613968,0.0,0.04103993624448776,0
exp83_zero_steer_r1_seed42_iter100,3,2,1,1,0,1,0,1,2.131467580795288,9.0,242,0,0.11898844689130783,0.029998553916811943,0.11898844689130783,0.0,0.034035421907901764,0
exp83_zero_steer_r1_seed42_iter100,3,3,1,1,1,1,1,0,1.4977763385104481e-06,9.0,114,0,0.12295947223901749,0.03122820146381855,0.12295947223901749,0.0,0.03570178896188736,0
exp83_zero_steer_r1_seed42_iter100,3,4,1,1,1,1,1,0,7.444357947861135e-07,9.0,15,0,0.11941760778427124,0.03023325838148594,0.11941760778427124,0.0,0.03259909898042679,0
exp83_zero_steer_r1_seed42_iter100,3,5,1,1,1,1,1,0,1.3297210443852236e-06,9.0,139,0,0.12366793304681778,0.03506588190793991,0.12366793304681778,0.0,0.03916792944073677,0
exp83_zero_steer_r1_seed42_iter100,3,6,1,1,1,1,1,0,9.0646830130936e-07,9.0,97,0,0.12082154303789139,0.03050360083580017,0.12082154303789139,0.0,0.03617214038968086,0
exp83_zero_steer_r1_seed42_iter100,3,7,1,1,1,1,1,0,0.003484589047729969,9.0,220,0,0.12307711690664291,0.03340476378798485,0.12307711690664291,0.0,0.039073120802640915,0
exp83_zero_steer_r1_seed42_iter100,3,8,1,1,1,1,1,0,0.009684570133686066,9.0,36,0,0.1167687326669693,0.028317054733633995,0.1167687326669693,0.0,0.032839782536029816,0
exp83_zero_steer_r1_seed42_iter100,3,9,1,1,1,1,1,0,4.4817334128310904e-05,9.0,196,0,0.1238478347659111,0.03457215428352356,0.1238478347659111,0.0,0.03988249599933624,0
exp83_zero_steer_r1_seed42_iter100,3,10,1,1,1,1,1,0,2.733783048824989e-07,9.0,51,0,0.1193326860666275,0.03170712664723396,0.1193326860666275,0.0,0.03599347174167633,0
exp83_zero_steer_r1_seed42_iter100,3,11,1,1,1,1,1,0,5.839787604600133e-07,9.0,98,0,0.121249720454216,0.03260799124836922,0.121249720454216,0.0,0.0387415885925293,0
exp83_zero_steer_r1_seed42_iter100,3,12,1,1,1,1,1,0,0.00039630933315493166,9.0,118,0,0.12020339071750641,0.03170374780893326,0.12020339071750641,0.0,0.038424231112003326,0
exp83_zero_steer_r1_seed42_iter100,3,13,1,1,1,1,1,0,7.610038323946355e-07,9.0,130,0,0.12046355754137039,0.030002744868397713,0.12046355754137039,0.0,0.034124188125133514,0
exp83_zero_steer_r1_seed42_iter100,3,14,1,1,1,1,1,0,0.0026902365498244762,9.0,139,0,0.12354373186826706,0.033994562923908234,0.12354373186826706,0.0,0.03858989477157593,0
exp83_zero_steer_r1_seed42_iter100,3,15,1,1,1,1,1,0,2.1090629331865784e-07,9.0,22,0,0.12098217010498047,0.02893434651196003,0.12098217010498047,0.0,0.031023722141981125,0
