idx,x,y,tx,ty,s_norm
0,-2.1850340366363525,-0.06629407405853271,0.9968919157981873,0.07730844616889954,0.0
1,-2.176353931427002,-0.06562093645334244,0.916950523853302,0.3986448049545288,0.007592149078845978
2,-2.1698989868164062,-0.06281464546918869,0.7127445340156555,0.7012044787406921,0.01373008918017149
3,-2.1652650833129883,-0.058255769312381744,0.4768543839454651,0.8788138628005981,0.019398797303438187
4,-2.1620469093322754,-0.052324868738651276,0.30372127890586853,0.9526165127754211,0.025283128023147583
5,-2.1598398685455322,-0.04540252313017845,0.20785272121429443,0.9780274033546448,0.03161909803748131
6,-2.1582388877868652,-0.03786928951740265,0.17738620936870575,0.9840125441551208,0.03833511471748352
7,-2.156839370727539,-0.03010576404631138,0.20602478086948395,0.9784154891967773,0.04521436244249344
8,-2.15523624420166,-0.022492486983537674,0.2979683578014374,0.9544346332550049,0.051999058574438095
9,-2.1530251502990723,-0.015410041436553001,0.46305739879608154,0.8861663341522217,0.05846923217177391
10,-2.1498005390167236,-0.009239009581506252,0.6892025470733643,0.7243638634681702,0.0645410344004631
11,-2.145158290863037,-0.004359926097095013,0.8957447409629822,0.4442569315433502,0.0704139694571495
12,-2.13869309425354,-0.001153422868810594,0.9911988973617554,0.13151663541793823,0.07670722156763077
13,-2.130000114440918,0.0,0.0,0.0,0.08435431122779846
14,-2.130000114440918,0.0,0.9999942779541016,0.0,0.08435431122779846
15,-1.9550001621246338,0.0,0.9999942779541016,0.0,0.2369617372751236
16,-1.7799999713897705,0.0,0.9999942779541016,0.0,0.38956937193870544
17,-1.6050000190734863,0.0,0.9999942779541016,0.0,0.5421767830848694
18,-1.4300000667572021,0.0,0.9999942779541016,0.0,0.6947842240333557
19,-1.255000114440918,0.0,0.9999942779541016,0.0,0.847391664981842
20,-1.0800000429153442,0.0,0.9999942779541016,0.0,0.9999991655349731
