idx,x,y,tx,ty,s_norm
0,-2.1850340366363525,0.14629407227039337,0.9938635230064392,-0.11001219600439072,0.0
1,-2.170041799545288,0.14463455975055695,0.835762619972229,-0.5489325523376465,0.012206788174808025
2,-2.160432815551758,0.1383233368396759,0.45695966482162476,-0.8893886804580688,0.021510306745767593
3,-2.1552278995513916,0.12819291651248932,0.13446180522441864,-0.9908425211906433,0.03072727844119072
4,-2.1534478664398193,0.11507593840360641,-0.043576981872320175,-0.9989845752716064,0.04143968224525452
5,-2.154114007949829,0.09980491548776627,-0.12748906016349792,-0.9917797446250916,0.05380973219871521
6,-2.1562469005584717,0.08321243524551392,-0.1516142636537552,-0.9883811473846436,0.0673479214310646
7,-2.158867120742798,0.06613108515739441,-0.12617836892604828,-0.9919478297233582,0.08133294433355331
8,-2.160996198654175,0.04939339682459831,-0.04227633401751518,-0.9990416765213013,0.09498730301856995
9,-2.1616547107696533,0.033831946551799774,0.1310201734304428,-0.9913058876991272,0.1075919046998024
10,-2.1598634719848633,0.020279334858059883,0.43805864453315735,-0.8988530039787292,0.11865493655204773
11,-2.1546432971954346,0.009568053297698498,0.8072760105133057,-0.5900320410728455,0.128297820687294
12,-2.145015001296997,0.002530802972614765,0.9860258102416992,-0.1661975234746933,0.13794901967048645
13,-2.130000114440918,0.0,0.0,0.0,0.1502714306116104
14,-2.130000114440918,0.0,0.9999942779541016,0.0,0.1502714306116104
15,-1.9550001621246338,0.0,0.9999942779541016,0.0,0.2918926775455475
16,-1.7799999713897705,0.0,0.9999942779541016,0.0,0.4335141181945801
17,-1.6050000190734863,0.0,0.9999942779541016,0.0,0.575135350227356
18,-1.4300000667572021,0.0,0.9999942779541016,0.0,0.7167566418647766
19,-1.255000114440918,0.0,0.9999942779541016,0.0,0.8583778738975525
20,-1.0800000429153442,0.0,0.9999942779541016,0.0,0.9999992251396179
