idx,x,y,tx,ty,s_norm
0,-2.4350340366363525,-0.01370592787861824,0.9984467029571533,0.0551648885011673,0.0
1,-2.4024200439453125,-0.011903981678187847,0.9981051683425903,0.060950033366680145,0.024098392575979233
2,-2.3743879795074463,-0.01019218284636736,0.9977622628211975,0.06624463945627213,0.04481819272041321
3,-2.350104570388794,-0.008579929359257221,0.9974878430366516,0.07017651200294495,0.06277325749397278
4,-2.3287365436553955,-0.007076619192957878,0.9973801970481873,0.07161895185709,0.07857695966959
5,-2.3094491958618164,-0.005691651254892349,0.9975253343582153,0.06951619684696198,0.09284326434135437
6,-2.2914085388183594,-0.0044344221241772175,0.997930645942688,0.06341153383255005,0.1061854362487793
7,-2.2737812995910645,-0.0033143339678645134,0.9984930157661438,0.053861767053604126,0.11921655386686325
8,-2.2557334899902344,-0.002340779872611165,0.9990522861480713,0.042319368571043015,0.13255108892917633
9,-2.23643159866333,-0.0015231611905619502,0.9994887113571167,0.030477963387966156,0.14680425822734833
10,-2.215040683746338,-0.0008708761306479573,0.9997659921646118,0.019637448713183403,0.16259321570396423
11,-2.190727710723877,-0.0003933196421712637,0.9999097585678101,0.010452746413648129,0.18053410947322845
12,-2.162658929824829,-9.989731188397855e-05,0.9999647736549377,0.0030587082728743553,0.201243594288826
13,-2.130000114440918,0.0,0.0,0.0,0.22533847391605377
14,-2.130000114440918,0.0,0.9999942779541016,0.0,0.22533847391605377
15,-1.9550001621246338,0.0,0.9999942779541016,0.0,0.3544485569000244
16,-1.7799999713897705,0.0,0.9999942779541016,0.0,0.4835588335990906
17,-1.6050000190734863,0.0,0.9999942779541016,0.0,0.6126689314842224
18,-1.4300000667572021,0.0,0.9999942779541016,0.0,0.7417790293693542
19,-1.255000114440918,0.0,0.9999942779541016,0.0,0.8708891272544861
20,-1.0800000429153442,0.0,0.9999942779541016,0.0,0.9999992847442627
