idx,x,y,tx,ty,s_norm
0,-2.1350340843200684,-0.08370593190193176,0.9841199517250061,0.1770649552345276,0.0
1,-2.1224117279052734,-0.08143489062786102,0.16004402935504913,0.9868881702423096,0.009027843363583088
2,-2.12168025970459,-0.0769243985414505,-0.8178410530090332,0.5752862691879272,0.01224436517804861
3,-2.1306772232055664,-0.07059574872255325,-0.906217634677887,0.4226820170879364,0.019987432286143303
4,-2.147240400314331,-0.06287027895450592,-0.9296852350234985,0.36823999881744385,0.032852523028850555
5,-2.1692075729370117,-0.05416927859187126,-0.9386955499649048,0.3446391224861145,0.04948455095291138
6,-2.194416046142578,-0.044914066791534424,-0.9417117834091187,0.3363141715526581,0.06838756799697876
7,-2.220703601837158,-0.03552597388625145,-0.9405414462089539,0.3395690619945526,0.08803664147853851
8,-2.24590802192688,-0.026426278054714203,-0.9340980052947998,0.35689735412597656,0.10689952224493027
9,-2.267866849899292,-0.018036315217614174,-0.9157437086105347,0.4016250669956207,0.12344669550657272
10,-2.2844178676605225,-0.01077740266919136,-0.8439411520957947,0.5362606644630432,0.13616859912872314
11,-2.29339861869812,-0.0050708153285086155,0.19736666977405548,0.980061948299408,0.14365866780281067
12,-2.292646884918213,-0.0013379374286159873,0.9943723678588867,0.1051962599158287,0.1463390737771988
13,-2.2799999713897705,0.0,0.0,0.0,0.15529121458530426
14,-2.2799999713897705,0.0,0.9999949932098389,0.0,0.15529121458530426
15,-2.0799999237060547,0.0,0.9999949932098389,0.0,0.2960759401321411
16,-1.8799998760223389,0.0,0.9999949932098389,0.0,0.43686068058013916
17,-1.6800000667572021,0.0,0.9999949932098389,0.0,0.5776452422142029
18,-1.4800000190734863,0.0,0.9999949932098389,0.0,0.7184299230575562
19,-1.28000009059906,0.0,0.9999949932098389,0.0,0.8592146039009094
20,-1.0800000429153442,0.0,0.9999949932098389,0.0,0.9999993443489075
