idx,x,y,tx,ty,s_norm
0,-2.1350340843200684,0.2162940800189972,0.9939880967140198,-0.10905493050813675,0.0
1,-2.114044427871704,0.2139912098646164,0.4698886275291443,-0.8826173543930054,0.01370498538017273
2,-2.109131336212158,0.20476268231868744,-0.48350638151168823,-0.8752737641334534,0.02049066685140133
3,-2.1173715591430664,0.1898457109928131,-0.6900975704193115,-0.7236646413803101,0.031551457941532135
4,-2.1358413696289062,0.1704775094985962,-0.7521424293518066,-0.6589564085006714,0.048921894282102585
5,-2.1616170406341553,0.14789529144763947,-0.7753966450691223,-0.6314338445663452,0.07116381078958511
6,-2.191775321960449,0.1233363002538681,-0.7807872295379639,-0.6247574687004089,0.09640713036060333
7,-2.2233920097351074,0.09803777933120728,-0.7722827196121216,-0.6352387070655823,0.12268850207328796
8,-2.2535433769226074,0.0732368677854538,-0.7450088858604431,-0.6670112609863281,0.14802780747413635
9,-2.279306650161743,0.05017084255814552,-0.6763284802436829,-0.7365503311157227,0.1704718917608261
10,-2.297757625579834,0.030076948925852776,-0.45933178067207336,-0.8882018327713013,0.1881779134273529
11,-2.3059723377227783,0.014192302711308002,0.4280673563480377,-0.9036509990692139,0.19978483021259308
12,-2.301027774810791,0.0037543210200965405,0.984386682510376,-0.17575319111347198,0.207281231880188
13,-2.2799999713897705,0.0,0.0,0.0,0.22114504873752594
14,-2.2799999713897705,0.0,0.9999949932098389,0.0,0.22114504873752594
15,-2.0799999237060547,0.0,0.9999949932098389,0.0,0.35095417499542236
16,-1.8799998760223389,0.0,0.9999949932098389,0.0,0.4807632565498352
17,-1.6800000667572021,0.0,0.9999949932098389,0.0,0.6105721592903137
18,-1.4800000190734863,0.0,0.9999949932098389,0.0,0.7403813004493713
19,-1.28000009059906,0.0,0.9999949932098389,0.0,0.8701902627944946
20,-1.0800000429153442,0.0,0.9999949932098389,0.0,0.9999994039535522
