idx,x,y,tx,ty,s_norm
0,-2.133297920227051,-0.07999999821186066,0.9942430853843689,0.1064077690243721,0.0
1,-2.120709180831909,-0.07865270227193832,0.1712459772825241,0.984961748123169,0.008915304206311703
2,-2.1200571060180664,-0.07490213960409164,-0.8470756411552429,0.5312973260879517,0.011595976538956165
3,-2.129171848297119,-0.06918524950742722,-0.9174046516418457,0.39781758189201355,0.019172372296452522
4,-2.1458823680877686,-0.06193900480866432,-0.9357665181159973,0.352500319480896,0.03199821710586548
5,-2.1680185794830322,-0.05360036343336105,-0.9425787329673767,0.3338727355003357,0.048655275255441666
6,-2.1934103965759277,-0.044606275856494904,-0.9444285035133362,0.3286084532737732,0.06762412190437317
7,-2.2198874950408936,-0.03539372235536575,-0.9425777792930603,0.33387553691864014,0.08736500144004822
8,-2.24527907371521,-0.026399634778499603,-0.935767650604248,0.3524971008300781,0.10633368790149689
9,-2.2674155235290527,-0.018060989677906036,-0.9174068570137024,0.39781245589256287,0.12299089878797531
10,-2.2841262817382812,-0.01081475242972374,-0.8470624685287476,0.5313183069229126,0.13581690192222595
11,-2.293240547180176,-0.00509784696623683,0.17118604481220245,0.9849721193313599,0.14339300990104675
12,-2.292588710784912,-0.0013473033905029297,0.9942430853843689,0.10640835762023926,0.14607363939285278
13,-2.2799999713897705,0.0,0.0,0.0,0.15498895943164825
14,-2.2799999713897705,0.0,0.9999949932098389,0.0,0.15498895943164825
15,-2.0799999237060547,0.0,0.9999949932098389,0.0,0.2958240509033203
16,-1.8799998760223389,0.0,0.9999949932098389,0.0,0.43665915727615356
17,-1.6800000667572021,0.0,0.9999949932098389,0.0,0.5774940848350525
18,-1.4800000190734863,0.0,0.9999949932098389,0.0,0.7183291912078857
19,-1.28000009059906,0.0,0.9999949932098389,0.0,0.8591642379760742
20,-1.0800000429153442,0.0,0.9999949932098389,0.0,0.9999993443489075
