idx,x,y,tx,ty,s_norm
0,-2.1402370929718018,-0.13240642845630646,0.9997904896736145,0.016874374821782112,0.0
1,-2.1253437995910645,-0.13215506076812744,0.38888102769851685,0.9210823178291321,0.010247047990560532
2,-2.123291492462158,-0.12729407846927643,-0.6981932520866394,0.7157939672470093,0.013876905664801598
3,-2.1317434310913086,-0.1186290755867958,-0.8185140490531921,0.5744007229804993,0.022203952074050903
4,-2.1483635902404785,-0.10696570575237274,-0.8509539365768433,0.525168240070343,0.036171942949295044
5,-2.1708152294158936,-0.0931096225976944,-0.8621932864189148,0.5065138339996338,0.054321739822626114
6,-2.1967623233795166,-0.07786644995212555,-0.8635712265968323,0.5041638016700745,0.07502391189336777
7,-2.223867893218994,-0.06204187497496605,-0.8568304777145386,0.5155341625213623,0.09661591053009033
8,-2.249796152114868,-0.046441469341516495,-0.8383922576904297,0.5449987649917603,0.11743253469467163
9,-2.2722105979919434,-0.03187090903520584,-0.7927342057228088,0.6094889044761658,0.13582377135753632
10,-2.2887744903564453,-0.019135860726237297,-0.6385793685913086,0.7694569230079651,0.15019719302654266
11,-2.297151565551758,-0.009041894227266312,0.3071887493133545,0.9514982104301453,0.15922100841999054
12,-2.2950055599212646,-0.0023947739973664284,0.9874383807182312,0.15758740901947021,0.1640261858701706
13,-2.2799999713897705,0.0,0.0,0.0,0.1744796633720398
14,-2.2799999713897705,0.0,0.9999949932098389,0.0,0.1744796633720398
15,-2.0799999237060547,0.0,0.9999949932098389,0.0,0.31206631660461426
16,-1.8799998760223389,0.0,0.9999949932098389,0.0,0.4496529698371887
17,-1.6800000667572021,0.0,0.9999949932098389,0.0,0.5872394442558289
18,-1.4800000190734863,0.0,0.9999949932098389,0.0,0.7248260974884033
19,-1.28000009059906,0.0,0.9999949932098389,0.0,0.862412691116333
20,-1.0800000429153442,0.0,0.9999949932098389,0.0,0.9999993443489075
