idx,x,y,tx,ty,s_norm
0,-2.133297920227051,0.0,0.9999069571495056,0.0,0.0
1,-2.122547149658203,0.0,-0.9962723255157471,0.0,0.007736003492027521
2,-2.122814416885376,0.0,-0.9998922348022461,0.0,0.00792832300066948
3,-2.1320958137512207,0.0,-0.9999386072158813,0.0,0.014606999233365059
4,-2.148388624191284,0.0,-0.999953031539917,0.0,0.02633092552423477
5,-2.169689655303955,0.0,-0.999958872795105,0.0,0.04165865108370781
6,-2.193995237350464,0.0,-0.9999604821205139,0.0,0.05914837867021561
7,-2.2193026542663574,0.0,-0.999958872795105,0.0,0.07735900580883026
8,-2.243607997894287,0.0,-0.999953031539917,0.0,0.09484856575727463
9,-2.264909029006958,0.0,-0.9999386072158813,0.0,0.11017628759145737
10,-2.2812018394470215,0.0,-0.9998922348022461,0.0,0.12190021574497223
11,-2.290483236312866,0.0,-0.9962756633758545,0.0,0.12857888638973236
12,-2.290750741958618,0.0,0.9999069571495056,0.0,0.12877137959003448
13,-2.2799999713897705,0.0,0.0,0.0,0.13650739192962646
14,-2.2799999713897705,0.0,0.9999949932098389,0.0,0.13650739192962646
15,-2.0799999237060547,0.0,0.9999949932098389,0.0,0.28042274713516235
16,-1.8799998760223389,0.0,0.9999949932098389,0.0,0.42433810234069824
17,-1.6800000667572021,0.0,0.9999949932098389,0.0,0.5682532787322998
18,-1.4800000190734863,0.0,0.9999949932098389,0.0,0.7121686935424805
19,-1.28000009059906,0.0,0.9999949932098389,0.0,0.8560839295387268
20,-1.0800000429153442,0.0,0.9999949932098389,0.0,0.9999992847442627
