label,mode,rep,seed,grid_x_root,grid_y_m,grid_yaw_deg,init_x_root_actual,init_y_root_actual,init_yaw_deg_actual,success,ever_inserted,ever_inserted_push_free,ever_hold_entry,ever_clean_insert_ready,ever_dirty_insert,timeout,episode_length,max_pallet_disp_xy,max_hold_counter,min_dist_front,mean_abs_drive_raw,mean_abs_steer_raw,max_abs_steer_raw
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,-0.15,-6.0,-3.4000000953674316,-0.15000000596046448,-6.000000166965211,0,0,0,0,0,0,1,1079,3.8886306285858154,0.0,0.04861748218536377,0.2732069790363312,0.03482857346534729,0.036868758499622345
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,-0.1,-6.0,-3.4000000953674316,-0.10000000149011612,-6.000000166965211,0,0,0,0,0,0,1,1079,4.195322036743164,0.0,0.04829001426696777,0.2732035517692566,0.034840453416109085,0.036754459142684937
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,-0.05,-6.0,-3.4000000953674316,-0.05000000074505806,-6.000000166965211,0,0,0,0,0,0,1,1079,5.036548137664795,0.0,0.04747414588928223,0.27323541045188904,0.0348624549806118,0.0367862842977047
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,0.0,-6.0,-3.4000000953674316,0.0,-6.000000166965211,0,0,0,0,0,0,1,1079,7.41872501373291,0.0,0.039666056632995605,0.2732519209384918,0.03489967808127403,0.03683624416589737
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,0.05,-6.0,-3.4000000953674316,0.05000000074505806,-6.000000166965211,0,0,0,0,0,0,1,1079,8.101731300354004,0.0,0.04099774360656738,0.27338534593582153,0.03491608425974846,0.03688441589474678
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,0.1,-6.0,-3.4000000953674316,0.10000000149011612,-6.000000166965211,0,1,0,0,0,1,1,1079,0.24050231277942657,0.0,0.0,0.2718349099159241,0.0343506820499897,0.03704335540533066
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,0.15,-6.0,-3.4000000953674316,0.15000000596046448,-6.000000166965211,1,1,1,1,1,1,0,171,0.05351264029741287,9.0,0.0,0.273288369178772,0.034812334924936295,0.03689521551132202
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,-0.15,-4.0,-3.4000000953674316,-0.15000000596046448,-3.9999995421277097,0,0,0,0,0,0,1,1079,5.49155330657959,0.0,0.036038756370544434,0.2732270359992981,0.034855909645557404,0.03682287782430649
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,-0.1,-4.0,-3.4000000953674316,-0.10000000149011612,-3.9999995421277097,0,0,0,0,0,0,1,1079,8.456388473510742,0.0,0.013926148414611816,0.2731512486934662,0.034822382032871246,0.03679433837532997
exp83_stage1_v2_seed42_iter50,normal,0,20260327,-3.4,-0.05,-4.0,-3.4000000953674316,-0.05000000074505806,-3.9999995421277097,0,0,0,0,0,0,1,1079,8.450796127319336,0.0,0.01390683650970459,0.2732241749763489,0.03485487401485443,0.0368669256567955
