label,mode,rep,seed,grid_x_root,grid_y_m,grid_yaw_deg,init_x_root_actual,init_y_root_actual,init_yaw_deg_actual,success,ever_inserted,ever_inserted_push_free,ever_hold_entry,ever_clean_insert_ready,ever_dirty_insert,timeout,episode_length,max_pallet_disp_xy,max_hold_counter,min_dist_front,mean_abs_drive_raw,mean_abs_steer_raw,max_abs_steer_raw
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,-0.1,-4.0,-3.4000000953674316,-0.10000000149011612,-3.9999995421277097,0,0,0,0,0,0,1,1079,6.225368499755859,0.0,0.029108643531799316,0.11932173371315002,0.030692793428897858,0.031489256769418716
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,-0.05,-4.0,-3.4000000953674316,-0.05000000074505806,-3.9999995421277097,0,0,0,0,0,0,1,1079,6.53103494644165,0.0,0.013601541519165039,0.11911311745643616,0.03054058738052845,0.03141758218407631
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,0.0,-4.0,-3.4000000953674316,0.0,-3.9999995421277097,0,0,0,0,0,0,1,1079,6.540359020233154,0.0,0.013891816139221191,0.11904516816139221,0.03046382963657379,0.0317702479660511
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,0.05,-4.0,-3.4000000953674316,0.05000000074505806,-3.9999995421277097,0,1,0,0,0,1,1,1079,0.3167208731174469,0.0,0.0,0.11842415481805801,0.03065682388842106,0.031353630125522614
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,0.1,-4.0,-3.4000000953674316,0.10000000149011612,-3.9999995421277097,1,1,1,1,1,0,0,204,0.004107715096324682,9.0,0.0,0.11925029009580612,0.03068063221871853,0.031870048493146896
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,-0.1,-2.0,-3.4000000953674316,-0.10000000149011612,-1.9999997710638548,0,0,0,0,0,0,1,1079,6.530492305755615,0.0,0.013673543930053711,0.11905258148908615,0.030479513108730316,0.03158316761255264
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,-0.05,-2.0,-3.4000000953674316,-0.05000000074505806,-1.9999997710638548,0,1,0,0,0,1,1,1079,0.3602944612503052,0.0,0.0,0.11840658634901047,0.030750062316656113,0.03137918561697006
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,0.0,-2.0,-3.4000000953674316,0.0,-1.9999997710638548,1,1,1,1,1,0,0,203,9.520300409349147e-06,9.0,0.0,0.1192779541015625,0.03079134039580822,0.03185081109404564
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,0.05,-2.0,-3.4000000953674316,0.05000000074505806,-1.9999997710638548,1,1,1,1,1,0,0,203,9.97812530840747e-05,9.0,0.0,0.11926684528589249,0.03083259053528309,0.031650081276893616
exp83_grid_r1_seed42_iter100,normal,0,20260327,-3.4,0.1,-2.0,-3.4000000953674316,0.10000000149011612,-1.9999997710638548,1,1,1,1,1,0,0,203,2.0030271116411313e-05,9.0,0.0,0.11932475864887238,0.030857520177960396,0.03188926354050636
