label,mode,rep,seed,grid_x_root,grid_y_m,grid_yaw_deg,init_x_root_actual,init_y_root_actual,init_yaw_deg_actual,success,ever_inserted,ever_inserted_push_free,ever_hold_entry,ever_clean_insert_ready,ever_dirty_insert,timeout,episode_length,max_pallet_disp_xy,max_hold_counter,min_dist_front,mean_abs_drive_raw,mean_abs_steer_raw,max_abs_steer_raw
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.1,-4.0,-3.4000000953674316,-0.10000000149011612,-3.9999995421277097,0,0,0,0,0,0,1,1079,5.2090325355529785,0.0,0.033611416816711426,0.12211129814386368,0.03143570199608803,0.03248551860451698
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.05,-4.0,-3.4000000953674316,-0.05000000074505806,-3.9999995421277097,0,0,0,0,0,0,1,1079,6.669073581695557,0.0,0.025660395622253418,0.12190075218677521,0.031360555440187454,0.03226334974169731
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.0,-4.0,-3.4000000953674316,0.0,-3.9999995421277097,0,0,0,0,0,0,1,1079,6.638057708740234,0.0,0.013910770416259766,0.12182464450597763,0.031235119327902794,0.03187621757388115
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.05,-4.0,-3.4000000953674316,0.05000000074505806,-3.9999995421277097,0,1,0,0,0,1,1,1079,0.35492220520973206,0.0,0.0,0.12119898200035095,0.03144083544611931,0.03208258002996445
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.1,-4.0,-3.4000000953674316,0.10000000149011612,-3.9999995421277097,1,1,1,1,1,0,0,203,0.01720479503273964,9.0,0.0,0.12200381606817245,0.03142279013991356,0.03191887214779854
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.1,-2.0,-3.4000000953674316,-0.10000000149011612,-1.9999997710638548,0,0,0,0,0,0,1,1079,6.618034362792969,0.0,0.013881921768188477,0.12183275073766708,0.031280629336833954,0.03196423500776291
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.05,-2.0,-3.4000000953674316,-0.05000000074505806,-1.9999997710638548,0,1,0,0,0,1,1,1079,0.3635440766811371,0.0,0.0,0.12115935236215591,0.03147308528423309,0.032032061368227005
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.0,-2.0,-3.4000000953674316,0.0,-1.9999997710638548,1,1,1,1,1,0,0,202,0.008663604035973549,9.0,0.0,0.12203697860240936,0.031552545726299286,0.03202959895133972
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.05,-2.0,-3.4000000953674316,0.05000000074505806,-1.9999997710638548,1,1,1,1,1,0,0,201,0.00017335399752482772,9.0,0.0,0.12206427752971649,0.031573690474033356,0.03219737485051155
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.1,-2.0,-3.4000000953674316,0.10000000149011612,-1.9999997710638548,1,1,1,1,1,0,0,201,7.623062265338376e-05,9.0,0.0,0.12210074067115784,0.031641848385334015,0.03204789012670517
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.1,0.0,-3.4000000953674316,-0.10000000149011612,0.0,1,1,1,1,1,0,0,210,0.04156474396586418,9.0,0.0,0.12201175838708878,0.03157147020101547,0.03202967345714569
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.05,0.0,-3.4000000953674316,-0.05000000074505806,0.0,1,1,1,1,1,0,0,201,0.00011655121488729492,9.0,0.0,0.122012197971344,0.03161393851041794,0.032050322741270065
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.0,0.0,-3.4000000953674316,0.0,0.0,1,1,1,1,1,0,0,201,7.945513061713427e-06,9.0,0.0,0.12201772630214691,0.03154522925615311,0.032028328627347946
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.05,0.0,-3.4000000953674316,0.05000000074505806,0.0,1,1,1,1,1,0,0,201,3.4400286494928878e-06,9.0,0.0,0.12206828594207764,0.0316883884370327,0.03228304907679558
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.1,0.0,-3.4000000953674316,0.10000000149011612,0.0,1,1,0,1,0,1,0,231,0.17758463323116302,9.0,0.0,0.12198380380868912,0.031539078801870346,0.031825825572013855
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.1,2.0,-3.4000000953674316,-0.10000000149011612,1.9999997710638548,1,1,1,1,1,0,0,202,0.0011321378406137228,9.0,0.0,0.12196594476699829,0.031485091894865036,0.03205336257815361
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.05,2.0,-3.4000000953674316,-0.05000000074505806,1.9999997710638548,1,1,1,1,1,0,0,202,8.523816177330445e-06,9.0,0.0,0.12203824520111084,0.03166266903281212,0.03212153539061546
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.0,2.0,-3.4000000953674316,0.0,1.9999997710638548,1,1,1,1,1,0,0,208,0.04513395577669144,9.0,0.0,0.12196820974349976,0.03159547969698906,0.03196403384208679
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.05,2.0,-3.4000000953674316,0.05000000074505806,1.9999997710638548,1,1,0,1,0,1,0,530,2.1540443897247314,9.0,0.0,0.12197491526603699,0.03153245151042938,0.03263985365629196
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.1,2.0,-3.4000000953674316,0.10000000149011612,1.9999997710638548,0,0,0,0,0,0,1,1079,6.627001762390137,0.0,0.013875246047973633,0.12201786041259766,0.03152160719037056,0.0325215719640255
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.1,4.0,-3.4000000953674316,-0.10000000149011612,3.9999995421277097,1,1,0,1,0,1,0,213,0.07875239104032516,9.0,0.0,0.12196673452854156,0.031472187489271164,0.03185117617249489
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,-0.05,4.0,-3.4000000953674316,-0.05000000074505806,3.9999995421277097,1,1,0,1,0,1,0,481,1.8300797939300537,9.0,0.0,0.12194251269102097,0.03152550384402275,0.03231532871723175
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.0,4.0,-3.4000000953674316,0.0,3.9999995421277097,0,0,0,0,0,0,1,1079,6.618330478668213,0.0,0.01388084888458252,0.12190070003271103,0.03146598860621452,0.03229924663901329
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.05,4.0,-3.4000000953674316,0.05000000074505806,3.9999995421277097,0,0,0,0,0,0,1,1079,6.614433765411377,0.0,0.013899922370910645,0.12206943333148956,0.03155049681663513,0.03233268857002258
exp83_grid_r1_seed42_iter100,zero_steer,0,20260327,-3.4,0.1,4.0,-3.4000000953674316,0.10000000149011612,3.9999995421277097,0,0,0,0,0,0,1,1079,5.527028560638428,0.0,0.03602731227874756,0.1220993772149086,0.03143090009689331,0.03253484517335892
